"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033280","GO:0033280","response to vitamin D","7/3444","39/18805",0.179487179487179,0.980039608088389,-0.059082989227553,0.588569598282127,0.939494351024643,0.759088865961061,"5179/9365/4330/5743/6256/249/5292",7
"GO:0034367","GO:0034367","protein-containing complex remodeling","7/3444","39/18805",0.179487179487179,0.980039608088389,-0.059082989227553,0.588569598282127,0.939494351024643,0.759088865961061,"4023/348/341/7941/5045/9619/949",7
"GO:0046471","GO:0046471","phosphatidylglycerol metabolic process","7/3444","39/18805",0.179487179487179,0.980039608088389,-0.059082989227553,0.588569598282127,0.939494351024643,0.759088865961061,"57678/21/11331/284486/79888/132001/151056",7
"GO:0060122","GO:0060122","inner ear receptor cell stereocilium organization","7/3444","39/18805",0.179487179487179,0.980039608088389,-0.059082989227553,0.588569598282127,0.939494351024643,0.759088865961061,"283310/84059/170961/8100/6647/27443/6385",7
"GO:0070979","GO:0070979","protein K11-linked ubiquitination","7/3444","39/18805",0.179487179487179,0.980039608088389,-0.059082989227553,0.588569598282127,0.939494351024643,0.759088865961061,"51366/996/7332/10477/51529/7325/8881",7
"GO:0007565","GO:0007565","female pregnancy","34/3444","190/18805",0.178947368421053,0.977092120545266,-0.150271671572372,0.589370949428298,0.939997834213583,0.759495668282444,"5618/2778/130399/116/23780/81539/200558/56977/412/10370/2182/1393/1636/5997/1508/5743/10916/952/91/1392/3485/64750/26173/538/6647/54407/150/23633/3488/151/682/55585/2288/4012",34
"GO:0046605","GO:0046605","regulation of centrosome cycle","10/3444","56/18805",0.178571428571429,0.975039406006305,-0.088574115300329,0.589603299820308,0.939997834213583,0.759495668282444,"4591/91147/7840/8850/348654/55755/79648/5119/10769/54461",10
"GO:1902895","GO:1902895","positive regulation of miRNA transcription","10/3444","56/18805",0.178571428571429,0.975039406006305,-0.088574115300329,0.589603299820308,0.939997834213583,0.759495668282444,"4602/3725/6721/2908/1956/2309/2247/7490/4089/26354",10
"GO:2000648","GO:2000648","positive regulation of stem cell proliferation","10/3444","56/18805",0.178571428571429,0.975039406006305,-0.088574115300329,0.589603299820308,0.939997834213583,0.759495668282444,"4254/6664/4072/7474/10443/2247/2254/5788/1499/4054",10
"GO:0042445","GO:0042445","hormone metabolic process","43/3444","240/18805",0.179166666666667,0.978289537359659,-0.160278094401206,0.590101318899312,0.939997834213583,0.759495668282444,"5122/4311/1910/1734/117247/56603/10858/2908/1636/51301/1508/195814/27122/51170/8912/157506/1428/9718/84649/7941/5045/59342/51109/8622/51635/216/6934/476/8528/59338/6715/10273/1592/1558/1803/9227/8630/10159/8228/151056/654/5126/83875",43
"GO:0007162","GO:0007162","negative regulation of cell adhesion","56/3444","312/18805",0.179487179487179,0.980039608088389,-0.168340892135504,0.590102427264988,0.939997834213583,0.759495668282444,"135/2043/1012/387597/5295/57162/1845/398/27242/4072/3956/80762/6695/445/7001/168002/23240/53616/1946/5921/5621/11170/10395/10154/5270/84830/1600/395/6376/8654/23122/4771/5788/9750/56477/5465/23075/10653/23189/2064/5962/10457/27289/506/7143/5573/6385/1739/23129/4241/5364/868/5728/654/51441/9448",56
"GO:0090288","GO:0090288","negative regulation of cellular response to growth factor stimulus","25/3444","140/18805",0.178571428571429,0.975039406006305,-0.140362755354049,0.59027344693449,0.939997834213583,0.759495668282444,"402117/6653/8837/4681/100532736/7474/4734/25928/375567/8646/387914/8481/1745/493/2247/9110/28996/64750/151556/5494/81792/51232/10016/2200/8321",25
"GO:0060415","GO:0060415","muscle tissue morphogenesis","13/3444","73/18805",0.178082191780822,0.972368065167931,-0.112002469803927,0.592180512483234,0.939997834213583,0.759495668282444,"7273/7139/5318/2280/6262/1832/55636/1901/23414/3670/4089/7472/8321",13
"GO:0140588","GO:0140588","chromatin looping","30/3444","168/18805",0.178571428571429,0.975039406006305,-0.153875154670659,0.592625878501523,0.939997834213583,0.759495668282444,"26038/53904/57674/1080/10973/100287314/84239/81570/55636/92797/1655/254394/1108/55719/23137/249/55601/23347/4905/4343/1974/10521/641/57697/54780/1106/1653/91646/91351/122402",30
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","23/3444","129/18805",0.178294573643411,0.973527717004745,-0.142853625700972,0.592667073881389,0.939997834213583,0.759495668282444,"4208/5915/6664/7139/5318/2280/10370/6091/6262/171019/8701/1832/55636/10512/23462/23414/3670/4089/55742/2274/6586/7472/8321",23
"GO:0001780","GO:0001780","neutrophil homeostasis","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"4522/51301/5293/5142",4
"GO:0002093","GO:0002093","auditory receptor cell morphogenesis","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"84189/170961/51057/6647",4
"GO:0006662","GO:0006662","glycerol ether metabolic process","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"7941/5048/2194/8540",4
"GO:0006883","GO:0006883","intracellular sodium ion homeostasis","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"478/481/476/6558",4
"GO:0006907","GO:0006907","pinocytosis","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"998/112755/5538/26060",4
"GO:0009083","GO:0009083","branched-chain amino acid catabolic process","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"26275/64087/9673/4329",4
"GO:0040019","GO:0040019","positive regulation of embryonic development","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"1072/9904/5048/9334",4
"GO:0043249","GO:0043249","erythrocyte maturation","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"9991/8314/51341/28982",4
"GO:0044241","GO:0044241","lipid digestion","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"358/3949/51474/170302",4
"GO:0045056","GO:0045056","transcytosis","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"4043/55737/8766/1213",4
"GO:0046485","GO:0046485","ether lipid metabolic process","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"7941/5048/2194/8540",4
"GO:0048485","GO:0048485","sympathetic nervous system development","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"6664/10371/1499/91584",4
"GO:0060546","GO:0060546","negative regulation of necroptotic process","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"57162/291/10616/8531",4
"GO:0072234","GO:0072234","metanephric nephron tubule development","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"793/358/25937/10413",4
"GO:2000725","GO:2000725","regulation of cardiac muscle cell differentiation","4/3444","22/18805",0.181818181818182,0.99276739520642,-0.0160720229581496,0.592683295824663,0.939997834213583,0.759495668282444,"4208/1948/4089/10818",4
"GO:0032368","GO:0032368","regulation of lipid transport","28/3444","157/18805",0.178343949044586,0.97379731759101,-0.156108444741251,0.594564492861295,0.942739753288783,0.761711073025517,"19/348/2170/341/3685/4602/51305/6721/10396/2182/21/374887/51761/8792/5045/1392/6256/114880/5465/1950/9619/9227/158219/1622/51499/6836/654/27166",28
"GO:0061515","GO:0061515","myeloid cell development","16/3444","90/18805",0.177777777777778,0.970705897535166,-0.131902638612481,0.595337074248254,0.943658190082357,0.762453147890928,"55294/4602/27086/537/10370/133308/6194/351/9991/2316/4211/8314/5048/51341/28982/2200",16
"GO:0033209","GO:0033209","tumor necrosis factor-mediated signaling pathway","21/3444","118/18805",0.177966101694915,0.97173418768086,-0.145840998786735,0.595448775510186,0.943658190082357,0.762453147890928,"7187/9705/8439/83643/10010/2309/4671/8792/10758/1984/246330/10670/28512/3551/3093/22900/79092/23405/1540/2185/5516",21
"GO:0001889","GO:0001889","liver development","26/3444","146/18805",0.178082191780822,0.972368065167931,-0.158704956210694,0.596763184040906,0.945337606743169,0.763810076207891,"9480/55294/4233/5774/8837/27031/84159/339829/445/9821/10370/1386/3082/1956/51156/57142/8140/23705/538/8452/6715/80279/3988/23242/5290/2246",26
"GO:0003176","GO:0003176","aortic valve development","8/3444","45/18805",0.177777777777778,0.970705897535166,-0.0931573196166586,0.597620068083062,0.945337606743169,0.763810076207891,"1009/6091/171019/7291/6093/23462/6586/8313",8
"GO:0030574","GO:0030574","collagen catabolic process","8/3444","45/18805",0.177777777777778,0.970705897535166,-0.0931573196166586,0.597620068083062,0.945337606743169,0.763810076207891,"4325/54463/1508/5045/9902/9508/79137/118856",8
"GO:0044786","GO:0044786","cell cycle DNA replication","8/3444","45/18805",0.177777777777778,0.970705897535166,-0.0931573196166586,0.597620068083062,0.945337606743169,0.763810076207891,"1602/8882/10926/641/2237/58525/64785/29980",8
"GO:0060428","GO:0060428","lung epithelium development","8/3444","45/18805",0.177777777777778,0.970705897535166,-0.0931573196166586,0.597620068083062,0.945337606743169,0.763810076207891,"7068/4781/998/3845/1499/5605/10413/7472",8
"GO:1902692","GO:1902692","regulation of neuroblast proliferation","8/3444","45/18805",0.177777777777778,0.970705897535166,-0.0931573196166586,0.597620068083062,0.945337606743169,0.763810076207891,"407738/1813/6496/3400/2247/6376/22920/1499",8
"GO:0007566","GO:0007566","embryo implantation","11/3444","62/18805",0.17741935483871,0.968748829193361,-0.116705018769805,0.598036430061866,0.945337606743169,0.763810076207891,"5618/130399/200558/5743/91/64750/26173/6647/682/55585/2288",11
"GO:0038066","GO:0038066","p38MAPK cascade","11/3444","62/18805",0.17741935483871,0.968748829193361,-0.116705018769805,0.598036430061866,0.945337606743169,0.763810076207891,"4986/1386/3082/27347/4217/50488/9867/677/1739/8678/1540",11
"GO:0046173","GO:0046173","polyol biosynthetic process","11/3444","62/18805",0.17741935483871,0.968748829193361,-0.116705018769805,0.598036430061866,0.945337606743169,0.763810076207891,"5028/4142/6622/165679/2805/2643/3706/84105/3612/5336/9807",11
"GO:0070228","GO:0070228","regulation of lymphocyte apoptotic process","11/3444","62/18805",0.17741935483871,0.968748829193361,-0.116705018769805,0.598036430061866,0.945337606743169,0.763810076207891,"64919/57181/57678/27086/7474/81704/6482/1831/22920/26155/27166",11
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","19/3444","107/18805",0.177570093457944,0.969571895318419,-0.149456965695065,0.59871837158628,0.946173835250144,0.764485728752636,"85477/3398/4254/60682/5530/7071/399665/133308/2309/54997/57095/8792/91/56998/3635/222166/677/5578/22985",19
"GO:0000303","GO:0000303","response to superoxide","5/3444","28/18805",0.178571428571429,0.975039406006305,-0.0625846426422249,0.601520261396769,0.948001979160149,0.765962825114041,"7001/2643/51022/538/6647",5
"GO:0039529","GO:0039529","RIG-I signaling pathway","5/3444","28/18805",0.178571428571429,0.975039406006305,-0.0625846426422249,0.601520261396769,0.948001979160149,0.765962825114041,"81570/11331/55601/6397/4940",5
"GO:0042059","GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway","5/3444","28/18805",0.178571428571429,0.975039406006305,-0.0625846426422249,0.601520261396769,0.948001979160149,0.765962825114041,"5774/1845/1956/3672/868",5
"GO:0043304","GO:0043304","regulation of mast cell degranulation","5/3444","28/18805",0.178571428571429,0.975039406006305,-0.0625846426422249,0.601520261396769,0.948001979160149,0.765962825114041,"6812/6845/57102/3598/8723",5
"GO:0044342","GO:0044342","type B pancreatic cell proliferation","5/3444","28/18805",0.178571428571429,0.975039406006305,-0.0625846426422249,0.601520261396769,0.948001979160149,0.765962825114041,"5923/1602/3486/3488/4856",5
"GO:0052372","GO:0052372","modulation by symbiont of entry into host","5/3444","28/18805",0.178571428571429,0.975039406006305,-0.0625846426422249,0.601520261396769,0.948001979160149,0.765962825114041,"3685/3956/222537/5045/682",5
"GO:0060117","GO:0060117","auditory receptor cell development","5/3444","28/18805",0.178571428571429,0.975039406006305,-0.0625846426422249,0.601520261396769,0.948001979160149,0.765962825114041,"84189/170961/51057/6647/5048",5
"GO:0060512","GO:0060512","prostate gland morphogenesis","5/3444","28/18805",0.178571428571429,0.975039406006305,-0.0625846426422249,0.601520261396769,0.948001979160149,0.765962825114041,"9420/10116/7474/3400/10818",5
"GO:0060586","GO:0060586","multicellular organismal-level iron ion homeostasis","5/3444","28/18805",0.178571428571429,0.975039406006305,-0.0625846426422249,0.601520261396769,0.948001979160149,0.765962825114041,"7037/79901/9843/30061/654",5
"GO:0072010","GO:0072010","glomerular epithelium development","5/3444","28/18805",0.178571428571429,0.975039406006305,-0.0625846426422249,0.601520261396769,0.948001979160149,0.765962825114041,"10409/1910/3913/7490/271",5
"GO:0048568","GO:0048568","embryonic organ development","82/3444","457/18805",0.179431072210066,0.97973324997395,-0.207680056482135,0.601560654627888,0.948001979160149,0.765962825114041,"4208/23314/9645/2138/84189/9394/144165/5090/2202/5456/5915/53904/4522/4325/27031/25945/3638/6496/3398/468/4254/6664/5818/339829/613/170961/7474/55212/10370/65009/55081/51057/9935/4646/6262/1750/157506/51761/259236/998/1956/5594/7291/84870/55636/7545/51384/200894/2186/2254/26259/5154/28996/55112/23462/1499/91584/23414/10653/7274/1954/2295/10413/6647/10049/10818/677/7484/1739/23242/79805/8932/50515/8648/51676/5595/28982/91461/55084/8516/7472/2200",82
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","63/3444","352/18805",0.178977272727273,0.977255404656319,-0.203968453706888,0.602686169881866,0.949533825581641,0.767200520222744,"9365/6622/23596/664/5502/9821/3479/5255/10580/4519/4190/23178/4541/4536/4540/8803/51422/1337/112609/23530/4191/7384/65018/4714/4508/3588/48/538/4718/4535/6389/3643/4509/2632/506/92259/7388/256471/9551/4538/23710/4705/7360/4938/1347/26100/4697/5290/57103/54205/29103/90624/4711/1537/11277/1340/6390/4698/27166/5256/27069/4723/5500",63
"GO:0001890","GO:0001890","placenta development","27/3444","152/18805",0.177631578947368,0.969907619658903,-0.1763806501919,0.603010344607999,0.949802699106336,0.767417763571494,"4311/9394/56977/10370/1508/5743/1956/5594/8728/84870/1027/6194/2186/3326/26259/23462/10653/7274/6647/10049/51493/677/79805/3696/682/8648/7472",27
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","39/3444","219/18805",0.178082191780822,0.972368065167931,-0.194754425461449,0.604765409120288,0.951247556608369,0.768585173723026,"27242/27086/7187/9705/445/1393/8439/83643/9530/10010/5594/2309/4671/8792/10758/9590/255743/55914/4217/1984/246330/10068/3037/10670/28512/3551/3093/677/81792/22900/79092/5595/23405/1540/8531/2185/6188/5516/2635",39
"GO:0000271","GO:0000271","polysaccharide biosynthetic process","12/3444","68/18805",0.176470588235294,0.963568354170937,-0.142505021275607,0.605867012901083,0.951247556608369,0.768585173723026,"3479/10580/23178/10690/1950/1213/3037/3643/2632/160/7360/55790",12
"GO:0032467","GO:0032467","positive regulation of cytokinesis","9/3444","51/18805",0.176470588235294,0.963568354170937,-0.123357020630241,0.605886187684406,0.951247556608369,0.768585173723026,"1813/5581/1814/9585/998/79848/8766/26073/8452",9
"GO:0034620","GO:0034620","cellular response to unfolded protein","18/3444","102/18805",0.176470588235294,0.963568354170937,-0.174690862194125,0.609518344070618,0.951247556608369,0.768585173723026,"5295/79668/10133/468/8440/79871/10000/1965/10273/80279/7009/84899/27248/26353/7466/30001/4189/9217",18
"GO:0000096","GO:0000096","sulfur amino acid metabolic process","6/3444","34/18805",0.176470588235294,0.963568354170937,-0.10067496633008,0.609582613510398,0.951247556608369,0.768585173723026,"4522/6611/4548/2729/58478/441024",6
"GO:0002862","GO:0002862","negative regulation of inflammatory response to antigenic stimulus","6/3444","34/18805",0.176470588235294,0.963568354170937,-0.10067496633008,0.609582613510398,0.951247556608369,0.768585173723026,"2778/5045/2876/23609/10769/7525",6
"GO:0006221","GO:0006221","pyrimidine nucleotide biosynthetic process","6/3444","34/18805",0.176470588235294,0.963568354170937,-0.10067496633008,0.609582613510398,0.951247556608369,0.768585173723026,"4830/9519/56474/221264/51727/26289",6
"GO:0045879","GO:0045879","negative regulation of smoothened signaling pathway","6/3444","34/18805",0.176470588235294,0.963568354170937,-0.10067496633008,0.609582613510398,0.951247556608369,0.768585173723026,"5270/51366/5566/1954/730094/25989",6
"GO:0050869","GO:0050869","negative regulation of B cell activation","6/3444","34/18805",0.176470588235294,0.963568354170937,-0.10067496633008,0.609582613510398,0.951247556608369,0.768585173723026,"3398/27242/80762/472/3635/3149",6
"GO:0050901","GO:0050901","leukocyte tethering or rolling","6/3444","34/18805",0.176470588235294,0.963568354170937,-0.10067496633008,0.609582613510398,0.951247556608369,0.768585173723026,"50512/64083/10690/3676/6093/56477",6
"GO:0060055","GO:0060055","angiogenesis involved in wound healing","6/3444","34/18805",0.176470588235294,0.963568354170937,-0.10067496633008,0.609582613510398,0.951247556608369,0.768585173723026,"64094/6376/2876/25817/79625/6558",6
"GO:0072344","GO:0072344","rescue of stalled ribosome","6/3444","34/18805",0.176470588235294,0.963568354170937,-0.10067496633008,0.609582613510398,0.951247556608369,0.768585173723026,"10973/23008/55139/80279/9604/51095",6
"GO:0090151","GO:0090151","establishment of protein localization to mitochondrial membrane","6/3444","34/18805",0.176470588235294,0.963568354170937,-0.10067496633008,0.609582613510398,0.951247556608369,0.768585173723026,"9868/64112/10651/8546/3308/100188893",6
"GO:1902235","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","6/3444","34/18805",0.176470588235294,0.963568354170937,-0.10067496633008,0.609582613510398,0.951247556608369,0.768585173723026,"10955/8440/351/7009/598/7466",6
"GO:2000677","GO:2000677","regulation of transcription regulatory region DNA binding","6/3444","34/18805",0.176470588235294,0.963568354170937,-0.10067496633008,0.609582613510398,0.951247556608369,0.768585173723026,"6664/3479/7291/10542/51341/55182",6
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","21/3444","119/18805",0.176470588235294,0.963568354170937,-0.188773508591028,0.612058854130736,0.951247556608369,0.768585173723026,"9478/5295/11261/3843/4734/5569/283131/5743/51366/7295/7545/55612/2316/5566/8882/5494/11142/127933/4659/55051/7341",21
"GO:0044774","GO:0044774","mitotic DNA integrity checkpoint signaling","13/3444","74/18805",0.175675675675676,0.959227956179176,-0.166396738029752,0.613192403829295,0.951247556608369,0.768585173723026,"8525/84446/1386/472/3364/29086/641/80279/65975/11073/51322/29980/11277",13
"GO:2000146","GO:2000146","negative regulation of cell motility","72/3444","403/18805",0.178660049627792,0.975523296530378,-0.235190559058436,0.613400424884673,0.951247556608369,0.768585173723026,"4208/2043/5176/1813/130399/348/79772/5796/1602/51765/89927/1845/11122/114882/57522/1009/5217/9747/613/5911/4681/100532736/727/7070/9901/10370/6091/65009/10014/8646/10395/10718/50859/3486/5300/286205/84830/57406/388/2309/79685/493/58516/2247/6376/89795/23122/4771/9750/10076/4345/10193/23671/56477/5797/10653/23189/25817/1398/1803/3488/4856/22998/64426/9466/134/753/90355/5728/23332/11188/8428",72
"GO:0006749","GO:0006749","glutathione metabolic process","10/3444","57/18805",0.175438596491228,0.957933451514966,-0.150606523462726,0.613526981291436,0.951247556608369,0.768585173723026,"2946/10550/3029/2729/51022/2876/119391/6647/2739/6506",10
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening","10/3444","57/18805",0.175438596491228,0.957933451514966,-0.150606523462726,0.613526981291436,0.951247556608369,0.768585173723026,"54464/10576/2643/472/10575/6950/167227/1499/10445/10694",10
"GO:0002377","GO:0002377","immunoglobulin production","19/3444","108/18805",0.175925925925926,0.960594377769174,-0.194460344759763,0.616089151619843,0.951247556608369,0.768585173723026,"80762/200558/2821/3598/7037/10758/11331/933/5788/4437/23075/7009/9025/54537/3981/9466/84787/4189/11277",19
"GO:0010591","GO:0010591","regulation of lamellipodium assembly","7/3444","40/18805",0.175,0.955538617886179,-0.13328633255761,0.617037582473745,0.951247556608369,0.768585173723026,"5295/998/26053/538/5290/6624/51196",7
"GO:0030488","GO:0030488","tRNA methylation","7/3444","40/18805",0.175,0.955538617886179,-0.13328633255761,0.617037582473745,0.951247556608369,0.768585173723026,"79828/63892/1787/63899/55152/80745/6894",7
"GO:0045730","GO:0045730","respiratory burst","7/3444","40/18805",0.175,0.955538617886179,-0.13328633255761,0.617037582473745,0.951247556608369,0.768585173723026,"613/7001/5881/57118/5293/3643/3988",7
"GO:0045923","GO:0045923","positive regulation of fatty acid metabolic process","7/3444","40/18805",0.175,0.955538617886179,-0.13328633255761,0.617037582473745,0.951247556608369,0.768585173723026,"225/5743/7291/22933/8850/5465/552",7
"GO:0048873","GO:0048873","homeostasis of number of cells within a tissue","7/3444","40/18805",0.175,0.955538617886179,-0.13328633255761,0.617037582473745,0.951247556608369,0.768585173723026,"387597/5881/25824/10000/3845/57724/3988",7
"GO:0051125","GO:0051125","regulation of actin nucleation","7/3444","40/18805",0.175,0.955538617886179,-0.13328633255761,0.617037582473745,0.951247556608369,0.768585173723026,"342184/85477/2764/1496/9873/375/7429",7
"GO:1901223","GO:1901223","negative regulation of non-canonical NF-kappaB signal transduction","7/3444","40/18805",0.175,0.955538617886179,-0.13328633255761,0.617037582473745,0.951247556608369,0.768585173723026,"55075/4718/5494/4856/23609/1540/114899",7
"GO:0046546","GO:0046546","development of primary male sexual characteristics","27/3444","153/18805",0.176470588235294,0.963568354170937,-0.214244041056589,0.617609602518274,0.951247556608369,0.768585173723026,"4142/2674/599/84159/4254/22862/7474/10370/1636/8031/9667/2254/2316/23414/7490/7482/4089/59338/6715/3643/10184/128637/8648/1399/598/8531/22836",27
"GO:1903034","GO:1903034","regulation of response to wounding","32/3444","181/18805",0.176795580110497,0.965342881526684,-0.221841199583638,0.617949987605332,0.951247556608369,0.768585173723026,"2043/348/5581/5802/64094/146760/7001/65078/5270/2152/84830/2247/23122/55612/5154/5605/2316/22875/538/23189/25817/1398/150/7143/8634/28964/7429/5728/23332/135228/8428/6558",32
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","11/3444","63/18805",0.174603174603175,0.953371863650609,-0.175532409272111,0.620654342945634,0.951247556608369,0.768585173723026,"1060/10540/84722/10726/8850/27436/8766/8452/91782/5119/8678",11
"GO:0016447","GO:0016447","somatic recombination of immunoglobulin gene segments","11/3444","63/18805",0.174603174603175,0.953371863650609,-0.175532409272111,0.620654342945634,0.951247556608369,0.768585173723026,"80762/200558/7037/5788/4437/23075/9025/54537/3981/9466/84787",11
"GO:0051341","GO:0051341","regulation of oxidoreductase activity","11/3444","63/18805",0.174603174603175,0.953371863650609,-0.175532409272111,0.620654342945634,0.951247556608369,0.768585173723026,"6622/9722/25824/2643/493/11331/538/27/949/23334/4883",11
"GO:1905517","GO:1905517","macrophage migration","11/3444","63/18805",0.174603174603175,0.953371863650609,-0.175532409272111,0.620654342945634,0.951247556608369,0.768585173723026,"1910/613/727/5594/6376/57142/4345/23521/5595/2185/57509",11
"GO:0001942","GO:0001942","hair follicle development","17/3444","97/18805",0.175257731958763,0.956945891255672,-0.20129534784757,0.620861545444812,0.951247556608369,0.768585173723026,"2778/27152/9079/7474/25928/340481/1956/91/55612/5154/1499/538/1823/4089/3872/3488/135228",17
"GO:0031638","GO:0031638","zymogen activation","8/3444","46/18805",0.173913043478261,0.949603595414836,-0.162039381202882,0.623997352712063,0.951247556608369,0.768585173723026,"5230/5270/5646/5045/1512/6281/4241/115209",8
"GO:0043300","GO:0043300","regulation of leukocyte degranulation","8/3444","46/18805",0.173913043478261,0.949603595414836,-0.162039381202882,0.623997352712063,0.951247556608369,0.768585173723026,"6812/613/6845/57102/3134/3598/3684/8723",8
"GO:0045047","GO:0045047","protein targeting to ER","8/3444","46/18805",0.173913043478261,0.949603595414836,-0.162039381202882,0.623997352712063,0.951247556608369,0.768585173723026,"54557/4121/6726/7917/58477/28972/2740/6449",8
"GO:0045646","GO:0045646","regulation of erythrocyte differentiation","8/3444","46/18805",0.173913043478261,0.949603595414836,-0.162039381202882,0.623997352712063,0.951247556608369,0.768585173723026,"60682/51621/9935/2309/91/3635/677/1021",8
"GO:1900744","GO:1900744","regulation of p38MAPK cascade","8/3444","46/18805",0.173913043478261,0.949603595414836,-0.162039381202882,0.623997352712063,0.951247556608369,0.768585173723026,"4986/3082/27347/4217/50488/9867/1739/1540",8
"GO:0000338","GO:0000338","protein deneddylation","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"50813/10920",2
"GO:0000512","GO:0000512","lncRNA-mediated post-transcriptional gene silencing","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"283131/729082",2
"GO:0001821","GO:0001821","histamine secretion","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"6845/8723",2
"GO:0002423","GO:0002423","natural killer cell mediated immune response to tumor cell","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"10666/5817",2
"GO:0002732","GO:0002732","positive regulation of dendritic cell cytokine production","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"5336/1653",2
"GO:0002887","GO:0002887","negative regulation of myeloid leukocyte mediated immunity","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"613/3598",2
"GO:0003337","GO:0003337","mesenchymal to epithelial transition involved in metanephros morphogenesis","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"1499/7484",2
"GO:0003357","GO:0003357","noradrenergic neuron differentiation","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"6664/55182",2
"GO:0006678","GO:0006678","glucosylceramide metabolic process","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"57704/950",2
"GO:0006983","GO:0006983","ER overload response","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"54499/7466",2
"GO:0007343","GO:0007343","egg activation","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"164684/4627",2
"GO:0009120","GO:0009120","deoxyribonucleoside metabolic process","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"9615/200895",2
"GO:0015791","GO:0015791","polyol transmembrane transport","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"358/366",2
"GO:0016479","GO:0016479","negative regulation of transcription by RNA polymerase I","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"2316/64431",2
"GO:0018342","GO:0018342","protein prenylation","2/3444","11/18805",0.181818181818182,0.99276739520642,-0.0113613101122181,0.625559040887649,0.951247556608369,0.768585173723026,"1122/4593",2
